Title,Type,Episodes,Status,Start airing,End airing,Starting season,Studios,Sources,Genres,Rating,Score,Scored by,Members,Favorites
Fate/stay night: Unlimited Blade Works 2nd Season,TV,13,Finished Airing,4/5/2015,6/28/2015,Spring,ufotable,Visual novel,"Action,Supernatural,Magic,Fantasy",R,8.41,211270,329759,3925
JoJo no Kimyou na Bouken (TV),TV,26,Finished Airing,10/6/2012,4/6/2013,Fall,David Production,Manga,"Action,Adventure,Supernatural,Vampire,Shounen",R,8.41,183016,331608,12354
Natsume Yuujinchou: Itsuka Yuki no Hi ni,OVA,1,Finished Airing,2/1/2014,-,-,Brain's Base,Manga,"Drama,Fantasy,Shoujo,Slice of Life,Supernatural",PG-13,8.41,19093,40885,70
Nodame Cantabile,TV,23,Finished Airing,1/12/2007,6/15/2007,Winter,J.C.Staff,Manga,"Music,Slice of Life,Comedy,Drama,Romance,Josei",PG-13,8.41,86715,197168,4438
Shelter,Music,1,Finished Airing,10/18/2016,-,-,A-1 Pictures,Music,"Sci-Fi,Music",G,8.41,106502,155084,1712
Natsume Yuujinchou,TV,13,Finished Airing,7/8/2008,9/30/2008,Summer,Brain's Base,Manga,"Slice of Life,Supernatural,Drama,Fantasy,Shoujo",PG-13,8.4,106982,282680,10137
One Outs,TV,25,Finished Airing,10/8/2008,4/1/2009,Fall,Madhouse,Manga,"Sports,Psychological,Seinen",PG-13,8.4,58238,114215,2275
Rurouni Kenshin: Meiji Kenkaku Romantan,TV,94,Finished Airing,1/10/1996,9/8/1998,Winter,"Studio Gallop,Studio Deen",Manga,"Action,Adventure,Comedy,Historical,Romance,Samurai",PG-13,8.4,134692,272924,8067
Stranger: Mukou Hadan,Movie,1,Finished Airing,9/29/2007,-,-,Bones,Original,"Action,Adventure,Historical,Samurai",R,8.4,91993,171565,2050
Toradora!,TV,25,Finished Airing,10/2/2008,3/26/2009,Fall,J.C.Staff,Light novel,"Slice of Life,Comedy,Romance,School",PG-13,8.4,549537,896003,34946
Tsubasa: Tokyo Revelations,OVA,3,Finished Airing,11/16/2007,3/17/2008,-,Production I.G,Manga,"Action,Adventure,Drama,Romance,Fantasy,Shounen",R,8.4,35216,66786,827
Hunter x Hunter OVA,OVA,8,Finished Airing,1/17/2002,4/17/2002,-,Nippon Animation,Manga,"Action,Adventure,Shounen,Super Power",PG-13,8.39,39528,67143,266
Kono Sekai no Katasumi ni,Movie,1,Finished Airing,11/12/2016,-,-,MAPPA,Manga,"Historical,Drama,Seinen",PG-13,8.39,13543,47636,274
Nanatsu no Taizai: Imashime no Fukkatsu,TV,24,Currently Airing,1/13/2018,-,Winter,A-1 Pictures,Manga,"Action,Adventure,Supernatural,Magic,Fantasy,Shounen",PG-13,8.39,38440,195000,1333
Hunter x Hunter: Greed Island Final,OVA,14,Finished Airing,3/3/2004,8/18/2004,-,Nippon Animation,Manga,"Action,Adventure,Shounen,Super Power",PG-13,8.38,42914,71267,194
Major S1,TV,26,Finished Airing,11/13/2004,5/21/2005,Fall,Studio Hibari,Manga,"Comedy,Sports,Drama,Shounen",PG-13,8.38,28492,53242,896
Natsume Yuujinchou Go Specials,Special,2,Finished Airing,3/22/2017,4/26/2017,-,Shuka,Manga,"Slice of Life,Supernatural,Drama,Fantasy,Shoujo",PG-13,8.39,6406,15838,31
Tenkuu no Shiro Laputa,Movie,1,Finished Airing,8/2/1986,-,-,Studio Ghibli,Original,"Adventure,Fantasy,Romance,Sci-Fi",PG,8.38,129674,202359,1784
Versailles no Bara,TV,40,Finished Airing,10/10/1979,9/3/1980,Fall,Tokyo Movie Shinsha,Manga,"Military,Historical,Drama,Romance,Shoujo",PG-13,8.38,13901,43561,1635
Beck,TV,26,Finished Airing,10/7/2004,3/31/2005,Fall,Madhouse,Manga,"Comedy,Drama,Music,Shounen,Slice of Life",R,8.37,86406,183100,5722
Gintama: Shiroyasha Koutan,Special,1,Finished Airing,9/21/2008,-,-,Sunrise,Manga,"Action,Sci-Fi,Comedy,Historical,Parody",PG-13,8.37,18831,35860,63
Hajime no Ippo: Champion Road,Special,1,Finished Airing,4/18/2003,-,-,Madhouse,Manga,"Comedy,Shounen,Sports",PG-13,8.37,40483,63644,147
Kuroko no Basket,TV,25,Finished Airing,4/8/2012,9/22/2012,Spring,Production I.G,Manga,"Comedy,School,Shounen,Sports",PG-13,8.37,284359,476414,15279
Major S3,TV,26,Finished Airing,1/6/2007,6/30/2007,Winter,Studio Hibari,Manga,"Drama,Shounen,Sports",PG-13,8.37,24788,37890,262
Yuru Camp,TV,12,Finished Airing,1/4/2018,3/22/2018,Winter,C-Station,Manga,"Slice of Life,Comedy",PG-13,8.36,37329,102553,1473
Bakemonogatari,TV,15,Finished Airing,7/3/2009,6/25/2010,Summer,Shaft,Light novel,"Romance,Supernatural,Mystery,Vampire",R,8.36,349832,654360,26866
Detective Conan Movie 13: The Raven Chaser,Movie,1,Finished Airing,4/18/2009,-,-,Tokyo Movie Shinsha,Manga,"Action,Police,Mystery,Shounen",PG-13,8.36,16839,29037,45
Kono Subarashii Sekai ni Shukufuku wo! 2,TV,10,Finished Airing,1/12/2017,3/16/2017,Winter,Studio Deen,Light novel,"Adventure,Comedy,Parody,Supernatural,Magic,Fantasy",PG-13,8.36,246091,404426,4515
Major S2,TV,26,Finished Airing,12/10/2005,6/10/2006,Winter,Studio Hibari,Manga,"Comedy,Drama,Shounen,Sports",PG-13,8.36,25982,39407,226
Planetes,TV,26,Finished Airing,10/4/2003,4/17/2004,Fall,Sunrise,Manga,"Drama,Romance,Sci-Fi,Seinen,Space",PG-13,8.36,45838,136984,2847
Toki wo Kakeru Shoujo,Movie,1,Finished Airing,7/15/2006,-,-,Madhouse,Novel,"Sci-Fi,Adventure,Drama,Romance",PG,8.36,246367,405476,4362
Higurashi no Naku Koro ni Kai,TV,24,Finished Airing,7/6/2007,12/18/2007,Summer,Studio Deen,Visual novel,"Mystery,Psychological,Supernatural,Thriller",R,8.35,145909,268568,5173
Kuroshitsuji: Book of Murder,OVA,2,Finished Airing,1/28/2015,2/25/2015,-,A-1 Pictures,Manga,"Comedy,Demons,Fantasy,Historical,Mystery,Shounen,Supernatural",R,8.35,50555,105385,849
Nodame Cantabile Finale,TV,11,Finished Airing,1/15/2010,3/26/2010,Winter,J.C.Staff,Manga,"Comedy,Josei,Music,Romance",PG-13,8.35,47615,84094,379
Tsuki ga Kirei,TV,12,Finished Airing,4/7/2017,6/30/2017,Spring,feel.,Original,"Romance,School",PG-13,8.35,74102,164996,3264
Ballroom e Youkoso,TV,24,Finished Airing,7/9/2017,12/17/2017,Summer,Production I.G,Manga,"Comedy,Sports,Drama,Romance,School,Shounen",PG-13,8.34,47410,117877,1329
Danshi Koukousei no Nichijou,TV,12,Finished Airing,1/10/2012,3/27/2012,Winter,Sunrise,Web manga,"Slice of Life,Comedy,School",PG-13,8.34,187709,367420,7919
Fate/stay night: Unlimited Blade Works,TV,12,Finished Airing,10/12/2014,12/28/2014,Fall,ufotable,Visual novel,"Action,Supernatural,Magic,Fantasy",R,8.34,252124,413554,7776
Gin no Saji 2nd Season,TV,11,Finished Airing,1/10/2014,3/28/2014,Winter,A-1 Pictures,Manga,"Comedy,School,Shounen,Slice of Life",PG-13,8.34,53951,86839,439
Hachimitsu to Clover II,TV,12,Finished Airing,6/30/2006,9/15/2006,Summer,J.C.Staff,Manga,"Drama,Josei,Romance,Slice of Life",PG-13,8.34,38246,71305,857
K-On! Movie,Movie,1,Finished Airing,12/3/2011,-,-,Kyoto Animation,4-koma manga,"Music,Slice of Life,Comedy",PG-13,8.34,87990,149580,1203
Kuroshitsuji: Book of Circus,TV,10,Finished Airing,7/11/2014,9/12/2014,Summer,A-1 Pictures,Manga,"Comedy,Demons,Fantasy,Historical,Shounen,Supernatural",R,8.34,91529,175650,2470
Ookami to Koushinryou,TV,13,Finished Airing,1/9/2008,3/26/2008,Winter,Imagin,Light novel,"Adventure,Fantasy,Historical,Romance",PG-13,8.34,224395,437422,13099
Ouran Koukou Host Club,TV,26,Finished Airing,4/5/2006,9/27/2006,Spring,Bones,Manga,"Comedy,Harem,Romance,School,Shoujo",PG-13,8.34,332239,533592,23968
Gintama: Shinyaku Benizakura-hen,Special,1,Finished Airing,12/15/2010,-,-,Sunrise,Manga,"Action,Comedy,Historical,Parody,Samurai,Sci-Fi,Shounen",PG-13,8.33,8553,19678,35
Mahoutsukai no Yome,TV,24,Finished Airing,10/8/2017,3/25/2018,Fall,Wit Studio,Manga,"Slice of Life,Fantasy,Magic,Shounen",PG-13,8.33,87162,318438,4020
Major: Message,OVA,1,Finished Airing,12/17/2010,-,-,SynergySP,Manga,"Comedy,Drama,Sports",PG-13,8.33,9964,16492,43
One Piece Film: Strong World,Movie,1,Finished Airing,12/12/2009,-,-,Toei Animation,Manga,"Action,Adventure,Comedy,Drama,Fantasy,Shounen",PG-13,8.33,73075,113338,360
Sakurasou no Pet na Kanojo,TV,24,Finished Airing,10/9/2012,3/26/2013,Fall,J.C.Staff,Light novel,"Comedy,Drama,Romance,School,Slice of Life",PG-13,8.33,312880,546545,17918
SKET Dance,TV,77,Finished Airing,4/7/2011,9/27/2012,Spring,Tatsunoko Production,Manga,"Comedy,School,Shounen",PG-13,8.33,43711,128703,2451
Bakuman.,TV,25,Finished Airing,10/2/2010,4/2/2011,Fall,J.C.Staff,Manga,"Comedy,Drama,Romance,Shounen",PG-13,8.32,165601,328373,6796
Bungou Stray Dogs 2nd Season,TV,12,Finished Airing,10/6/2016,12/16/2016,Fall,Bones,Manga,"Action,Mystery,Supernatural,Seinen",R,8.32,102526,198982,2068
Gyakkyou Burai Kaiji: Ultimate Survivor,TV,26,Finished Airing,10/3/2007,4/2/2008,Fall,Madhouse,Manga,"Game,Psychological,Seinen,Thriller",R,8.32,69859,145387,4799
InuYasha: Kanketsu-hen,TV,26,Finished Airing,10/4/2009,3/30/2010,Fall,Sunrise,Manga,"Action,Adventure,Comedy,Historical,Demons,Supernatural,Magic,Romance,Fantasy,Shounen",PG-13,8.32,68396,132100,1428
Kaguya-hime no Monogatari,Movie,1,Finished Airing,11/23/2013,-,-,Studio Ghibli,Other,"Fantasy,Historical",G,8.32,34126,73616,768
Little Busters!: Refrain,TV,13,Finished Airing,10/5/2013,12/28/2013,Fall,J.C.Staff,Visual novel,"Comedy,Drama,Romance,School,Slice of Life,Supernatural",PG-13,8.32,47238,94533,1636
Major S4,TV,26,Finished Airing,1/5/2008,6/28/2008,Winter,SynergySP,Manga,"Sports,Comedy,Drama,Shounen",PG-13,8.32,23221,35906,152
One Piece Film: Z,Movie,1,Finished Airing,12/15/2012,-,-,Toei Animation,Manga,"Action,Adventure,Comedy,Drama,Fantasy,Shounen",PG-13,8.32,70461,108360,399
Sennen Joyuu,Movie,1,Finished Airing,9/14/2002,-,-,Madhouse,Original,"Action,Adventure,Historical,Drama,Romance,Fantasy",PG-13,8.32,37921,78792,1239
Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,Special,1,Finished Airing,12/3/2015,-,-,White Fox,Visual novel,"Sci-Fi,Thriller",PG-13,8.32,40115,80039,147
Angel Beats!,TV,13,Finished Airing,4/3/2010,6/26/2010,Spring,P.A. Works,Original,"Action,Comedy,Drama,School,Supernatural",PG-13,8.31,633623,996171,36193
Dragon Ball Z,TV,291,Finished Airing,4/26/1989,1/31/1996,Spring,Toei Animation,Manga,"Action,Adventure,Comedy,Fantasy,Martial Arts,Shounen,Super Power",PG-13,8.31,362312,526332,21066
Initial D Final Stage,TV,4,Finished Airing,5/16/2014,6/22/2014,Spring,SynergySP,Manga,"Cars,Seinen,Sports",PG-13,8.31,20153,38518,264
Katekyo Hitman Reborn!,TV,203,Finished Airing,10/7/2006,9/25/2010,Fall,Artland,Manga,"Action,Comedy,Shounen,Super Power",PG-13,8.31,144549,328617,13840
Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,Movie,1,Finished Airing,4/25/2015,-,-,Kyoto Animation,Light novel,"Slice of Life,Supernatural,Fantasy",PG-13,8.31,52908,103397,636
Mobile Suit Gundam Unicorn,OVA,7,Finished Airing,3/12/2010,6/6/2014,-,Sunrise,Novel,"Action,Drama,Mecha,Military,Sci-Fi,Space",PG-13,8.31,23191,51967,1050
Neon Genesis Evangelion,TV,26,Finished Airing,10/4/1995,3/27/1996,Fall,"Gainax,Tatsunoko Production",Original,"Action,Sci-Fi,Dementia,Psychological,Drama,Mecha",PG-13,8.31,358637,630777,40489
Tokyo Godfathers,Movie,1,Finished Airing,8/30/2003,-,-,Madhouse,Original,"Comedy,Drama",PG-13,8.31,63593,122561,976
Trigun,TV,26,Finished Airing,4/1/1998,9/30/1998,Spring,Madhouse,Manga,"Action,Sci-Fi,Adventure,Comedy,Drama,Shounen",PG-13,8.31,195710,368827,9701
xxxHOLiC Kei,TV,13,Finished Airing,4/4/2008,6/27/2008,Spring,Production I.G,Manga,"Mystery,Comedy,Psychological,Supernatural,Drama",PG-13,8.31,44679,88954,473
Detective Conan Movie 20: The Darkest Nightmare,Movie,1,Finished Airing,4/16/2016,-,-,TMS Entertainment,Manga,"Action,Mystery,Police,Shounen",G,8.3,7440,14096,52
Durarara!!,TV,24,Finished Airing,1/8/2010,6/25/2010,Winter,Brain's Base,Light novel,"Action,Mystery,Supernatural",R,8.3,372864,736850,24556
Hunter x Hunter: Greed Island,OVA,8,Finished Airing,2/5/2003,4/16/2003,-,Nippon Animation,Manga,"Action,Adventure,Shounen,Super Power",PG-13,8.3,44091,72673,213
Kuroko no Basket Movie 4: Last Game,Movie,1,Finished Airing,3/18/2017,-,-,Production I.G,Manga,"Sports,School,Shounen",PG-13,8.3,30874,70934,465
Mimi wo Sumaseba,Movie,1,Finished Airing,7/15/1995,-,-,Studio Ghibli,Manga,"Slice of Life,Drama,Romance,Shoujo",G,8.3,72168,128145,1597
xxxHOLiC Rou,OVA,2,Finished Airing,4/23/2010,3/9/2011,-,Production I.G,Light novel,"Mystery,Supernatural",PG-13,8.3,21142,43588,142
Cardcaptor Sakura Movie 2: Fuuin Sareta Card,Movie,1,Finished Airing,7/15/2000,-,-,Madhouse,Manga,"Comedy,Drama,Fantasy,Magic,Romance,Shoujo",PG,8.29,45741,75002,892
Chihayafuru,TV,25,Finished Airing,10/5/2011,3/28/2012,Fall,Madhouse,Manga,"Drama,Game,Josei,School,Slice of Life,Sports",PG-13,8.29,88321,211765,4502
Fullmetal Alchemist,TV,51,Finished Airing,10/4/2003,10/2/2004,Fall,Bones,Manga,"Action,Adventure,Comedy,Drama,Fantasy,Magic,Military,Shounen",PG-13,8.29,485832,781690,21643
Hibike! Euphonium 2,TV,13,Finished Airing,10/6/2016,12/29/2016,Fall,Kyoto Animation,Novel,"Music,School,Drama",PG-13,8.29,46799,95624,1179
Majo no Takkyuubin,Movie,1,Finished Airing,7/29/1989,-,-,"Studio Ghibli,Studio Hibari",Novel,"Adventure,Comedy,Drama,Magic,Romance,Fantasy",G,8.29,137988,212486,1978
ReLIFE: Kanketsu-hen,Special,4,Finished Airing,3/21/2018,-,-,TMS Entertainment,Web manga,"Slice of Life,Romance,School",PG-13,8.29,26802,70958,303
Saint Seiya: The Lost Canvas - Meiou Shinwa 2,OVA,13,Finished Airing,2/23/2011,7/20/2011,-,TMS Entertainment,Manga,"Action,Adventure,Martial Arts,Shounen,Super Power,Supernatural",PG-13,8.29,21992,38080,219
Working!!!: Lord of the Takanashi,Special,1,Finished Airing,3/30/2016,-,-,A-1 Pictures,4-koma manga,"Slice of Life,Comedy,Romance",PG-13,8.29,31659,51654,135
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,TV,13,Finished Airing,4/3/2015,6/26/2015,Spring,feel.,Light novel,"Slice of Life,Comedy,Drama,Romance,School",PG-13,8.29,217281,349560,9452
Ashita no Joe,TV,79,Finished Airing,4/1/1970,9/29/1971,Spring,Mushi Production,Manga,"Action,Drama,Shounen,Slice of Life,Sports",PG-13,8.28,5629,27553,627
Gyakkyou Burai Kaiji: Hakairoku-hen,TV,26,Finished Airing,4/6/2011,9/28/2011,Spring,Madhouse,Manga,"Game,Psychological,Thriller,Seinen",R,8.28,46044,82323,1207
Initial D First Stage,TV,26,Finished Airing,4/19/1998,12/6/1998,Spring,"Studio Gallop,Studio Comet",Manga,"Action,Cars,Drama,Seinen,Sports",PG-13,8.28,59388,112933,3320
Mahou Shoujo Madoka…Magica Movie 1: Hajimari no Monogatari,Movie,1,Finished Airing,10/6/2012,-,-,Shaft,Original,"Psychological,Drama,Magic,Thriller",PG-13,8.28,59501,113996,366
Omoide no Marnie,Movie,1,Finished Airing,7/19/2014,-,-,Studio Ghibli,Novel,"Mystery,Psychological,Drama",G,8.28,47819,94167,899
One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,Special,1,Finished Airing,8/24/2013,-,-,Toei Animation,Manga,"Action,Adventure,Comedy,Drama,Fantasy,Shounen,Super Power",PG-13,8.28,13399,25814,27
Space Dandy 2nd Season,TV,13,Finished Airing,7/6/2014,9/25/2014,Summer,Bones,Original,"Space,Comedy,Sci-Fi",PG-13,8.28,43458,83885,892
Black Lagoon: The Second Barrage,TV,12,Finished Airing,10/3/2006,12/19/2006,Fall,Madhouse,Manga,"Action,Seinen",R,8.27,163780,258565,1855
Death Parade,TV,12,Finished Airing,1/10/2015,3/28/2015,Winter,Madhouse,Original,"Game,Mystery,Psychological,Drama,Thriller",R,8.27,364407,634218,12686
Detective Conan Movie 14: The Lost Ship in the Sky,Movie,1,Finished Airing,4/17/2010,-,-,Tokyo Movie Shinsha,Manga,"Action,Mystery,Police,Shounen",G,8.27,16193,27669,46
Hajime no Ippo: Mashiba vs. Kimura,OVA,1,Finished Airing,9/5/2003,-,-,Madhouse,Manga,"Comedy,Shounen,Sports",PG-13,8.27,33666,52630,112
Kamisama Hajimemashita,TV,12,Finished Airing,1/6/2015,3/31/2015,Winter,TMS Entertainment,Manga,"Comedy,Demons,Supernatural,Romance,Fantasy,Shoujo",PG-13,8.27,75071,139203,1030
Kotonoha no Niwa,Movie,1,Finished Airing,5/31/2013,-,-,CoMix Wave Films,Original,"Slice of Life,Psychological,Drama,Romance",PG-13,8.27,181138,308651,3782
Kuroko no Basket: Saikou no Present Desu,Special,1,Finished Airing,12/24/2015,-,-,Production I.G,Manga,"Action,Sports,School,Shounen",PG-13,8.27,20819,38641,106
Mahoutsukai no Yome: Hoshi Matsu Hito,OVA,3,Finished Airing,9/10/2016,9/9/2017,-,Wit Studio,Manga,"Slice of Life,Magic,Fantasy,Shounen",PG-13,8.27,59609,147835,552
Aria The Natural,TV,26,Finished Airing,4/3/2006,9/25/2006,Spring,Hal Film Maker,Manga,"Fantasy,Sci-Fi,Shounen,Slice of Life",G,8.26,17860,47779,612
Detective Conan,TV,-,Currently Airing,1/8/1996,-,Winter,TMS Entertainment,Manga,"Adventure,Mystery,Comedy,Police,Shounen",PG-13,8.26,76893,154190,7626
Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,TV,25,Finished Airing,10/2/2016,4/2/2017,Fall,Sunrise,Original,"Action,Sci-Fi,Space,Drama,Mecha",R,8.26,26463,53918,651
Baccano! Specials,Special,3,Finished Airing,2/27/2008,5/28/2008,-,Brain's Base,Light novel,"Action,Mystery,Comedy,Historical,Supernatural",R,8.24,77025,118758,278
Cardcaptor Sakura: Clear Card-hen,TV,22,Currently Airing,1/7/2018,-,Winter,Madhouse,Manga,"Adventure,Comedy,Fantasy,Magic,Romance,Shoujo",PG,8.24,10182,55146,1216
Detective Conan Movie 05: Countdown to Heaven,Movie,1,Finished Airing,4/21/2001,-,-,TMS Entertainment,Manga,"Adventure,Police,Comedy,Mystery,Shounen",PG-13,8.24,20043,32740,35
Initial D Fourth Stage,TV,24,Finished Airing,4/17/2004,2/18/2006,Spring,A.C.G.T.,Manga,"Action,Cars,Sports,Drama,Seinen",PG-13,8.24,37048,63342,577
JoJo no Kimyou na Bouken: Stardust Crusaders,TV,24,Finished Airing,4/5/2014,9/13/2014,Spring,David Production,Manga,"Action,Adventure,Supernatural,Drama,Shounen",R,8.24,136282,219204,4803
Nagi no Asukara,TV,26,Finished Airing,10/3/2013,4/3/2014,Fall,P.A. Works,Original,"Drama,Fantasy,Romance",PG-13,8.24,130635,308547,7090
Nodame Cantabile: Paris-hen,TV,11,Finished Airing,10/10/2008,12/19/2008,Fall,J.C.Staff,Manga,"Music,Slice of Life,Comedy,Romance,Josei",PG-13,8.24,53502,85027,281
Sekaiichi Hatsukoi 2,TV,12,Finished Airing,10/8/2011,12/24/2011,Fall,Studio Deen,Manga,"Comedy,Drama,Romance,Shounen Ai",PG-13,8.24,52821,88610,715
Skip Beat!,TV,25,Finished Airing,10/6/2008,3/30/2009,Fall,Hal Film Maker,Manga,"Comedy,Drama,Romance,Shoujo",PG-13,8.24,90060,163307,4651
Yowamushi Pedal: Grande Road,TV,24,Finished Airing,10/7/2014,3/31/2015,Fall,TMS Entertainment,Manga,"Comedy,Drama,Shounen,Sports",PG-13,8.24,40066,71260,437
Fate/stay night: Unlimited Blade Works - Prologue,Special,1,Finished Airing,10/5/2014,-,-,ufotable,Visual novel,"Action,Supernatural,Magic,Fantasy",PG-13,8.23,96335,150763,264
Girls & Panzer: Saishuushou,Movie,6,Currently Airing,12/9/2017,-,-,Actas,Original,"Military,School",PG-13,8.23,1705,11454,59
Non Non Biyori Repeat,TV,12,Finished Airing,7/7/2015,9/22/2015,Summer,Silver Link.,Manga,"Comedy,School,Seinen,Slice of Life",PG-13,8.23,44678,91523,838
One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,Special,1,Finished Airing,8/25/2012,-,-,Toei Animation,Manga,"Action,Adventure,Comedy,Drama,Fantasy,Shounen,Super Power",PG-13,8.23,19163,33379,27
Summer Wars,Movie,1,Finished Airing,8/1/2009,-,-,Madhouse,Original,"Sci-Fi,Comedy",PG-13,8.23,177506,296666,2962
Ansatsu Kyoushitsu,TV,22,Finished Airing,1/10/2015,6/20/2015,Winter,Lerche,Manga,"Action,Comedy,School,Shounen",PG-13,8.22,305314,560062,9642
Clannad,TV,23,Finished Airing,10/5/2007,3/28/2008,Fall,Kyoto Animation,Visual novel,"Slice of Life,Comedy,Romance,Supernatural,School,Drama",PG-13,8.22,418816,731032,22853
Detroit Metal City,OVA,12,Finished Airing,8/8/2008,10/28/2008,-,Studio 4°C,Manga,"Music,Comedy",R,8.22,72394,131992,2538
Gankutsuou,TV,24,Finished Airing,10/6/2004,3/30/2005,Fall,Gonzo,Novel,"Drama,Mystery,Sci-Fi,Supernatural,Thriller",R,8.22,42174,130995,2760
Kami nomi zo Shiru Sekai: Megami-hen,TV,12,Finished Airing,7/9/2013,9/24/2013,Summer,Manglobe,Manga,"Harem,Comedy,Supernatural,Romance,Shounen",PG-13,8.22,111658,188102,1499
Shijou Saikyou no Deshi Kenichi,TV,50,Finished Airing,10/7/2006,9/30/2007,Fall,TMS Entertainment,Manga,"Action,Comedy,Martial Arts,School,Shounen",PG-13,8.22,92498,167507,2766
Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,Movie,1,Finished Airing,9/6/2008,-,-,Gainax,Original,"Action,Comedy,Mecha",PG-13,8.22,48629,92594,294
Uchouten Kazoku 2,TV,12,Finished Airing,4/9/2017,6/25/2017,Spring,P.A. Works,Novel,"Slice of Life,Comedy,Drama,Fantasy",PG-13,8.22,12701,33067,156
Cardcaptor Sakura,TV,70,Finished Airing,4/7/1998,3/21/2000,Spring,Madhouse,Manga,"Adventure,Comedy,Drama,Magic,Romance,Fantasy,School,Shoujo",PG,8.21,120737,235112,9358
Darker than Black: Kuro no Keiyakusha,TV,25,Finished Airing,4/6/2007,9/28/2007,Spring,Bones,Original,"Action,Sci-Fi,Mystery,Super Power",R,8.21,282758,557170,14121
Detective Conan Movie 08: Magician of the Silver Sky,Movie,1,Finished Airing,4/17/2004,-,-,TMS Entertainment,Manga,"Adventure,Mystery,Comedy,Police,Shounen",PG-13,8.21,17848,29661,36
Detective Conan Movie 10: Requiem of the Detectives,Movie,1,Finished Airing,4/15/2006,-,-,TMS Entertainment,Manga,"Adventure,Police,Comedy,Mystery,Shounen",PG-13,8.21,16954,28522,24
Detective Conan Movie 18: The Sniper from Another Dimension,Movie,1,Finished Airing,4/19/2014,-,-,TMS Entertainment,Manga,"Action,Mystery,Police,Shounen",G,8.21,10397,18422,26
Kaichou wa Maid-sama!,TV,26,Finished Airing,4/2/2010,9/24/2010,Spring,J.C.Staff,Manga,"Comedy,Romance,School,Shoujo",PG-13,8.21,311793,524769,14326
Kuragehime,TV,11,Finished Airing,10/15/2010,12/31/2010,Fall,Brain's Base,Manga,"Slice of Life,Comedy,Josei",PG-13,8.21,68057,132979,3068
Magi: The Labyrinth of Magic,TV,25,Finished Airing,10/7/2012,3/31/2013,Fall,A-1 Pictures,Manga,"Action,Adventure,Fantasy,Magic,Shounen",PG-13,8.21,245293,460130,6071
Mobile Suit Gundam 00,TV,25,Finished Airing,10/6/2007,3/29/2008,Fall,Sunrise,Original,"Action,Military,Sci-Fi,Space,Drama,Mecha",R,8.21,81757,143035,3841
Princess Tutu,TV,38,Finished Airing,8/16/2002,5/23/2003,Summer,Hal Film Maker,Original,"Comedy,Drama,Magic,Romance,Fantasy",PG-13,8.21,36203,92298,3322
Seirei no Moribito,TV,26,Finished Airing,4/7/2007,9/29/2007,Spring,Production I.G,Novel,"Action,Adventure,Historical,Fantasy",PG-13,8.21,51087,131836,2180
Shoujo Kakumei Utena,TV,39,Finished Airing,4/2/1997,12/24/1997,Spring,J.C.Staff,Original,"Mystery,Comedy,Psychological,Drama,Fantasy,Shoujo",PG-13,8.21,30226,102884,4475
